ticker,date,open,high,low,close
POL,2019-04-30,0.003667,0.005137,0.003667,0.004441
POL,2019-05-01,0.004441,0.004689,0.004042,0.004366
POL,2019-05-02,0.004366,0.004841,0.004071,0.004181
POL,2019-05-03,0.004181,0.00443,0.003912,0.0042
POL,2019-05-04,0.0042,0.004322,0.003854,0.003971
POL,2019-05-05,0.003971,0.004114,0.003592,0.003766
POL,2019-05-06,0.003766,0.003966,0.003564,0.003794
POL,2019-05-07,0.003794,0.003841,0.003317,0.003317
POL,2019-05-08,0.003317,0.003539,0.003299,0.003359
POL,2019-05-09,0.003359,0.003518,0.003024,0.003148
POL,2019-05-10,0.003148,0.003879,0.003116,0.003815
POL,2019-05-11,0.003815,0.00525,0.003815,0.004674
POL,2019-05-12,0.004674,0.005582,0.004396,0.005373
POL,2019-05-13,0.005373,0.00929,0.005373,0.008665
POL,2019-05-14,0.008665,0.01093,0.007262,0.007821
POL,2019-05-15,0.007821,0.01039,0.007284,0.009575
POL,2019-05-16,0.009575,0.01213,0.00811,0.01087
POL,2019-05-17,0.01087,0.01548,0.009362,0.01452
POL,2019-05-18,0.01452,0.01468,0.0117,0.01235
POL,2019-05-19,0.01235,0.02081,0.01235,0.02024
POL,2019-05-20,0.02024,0.03471,0.0188,0.02943
POL,2019-05-21,0.02943,0.04554,0.02408,0.02957
POL,2019-05-22,0.02957,0.03028,0.0196,0.02212
POL,2019-05-23,0.02212,0.03521,0.02212,0.02741
POL,2019-05-24,0.02741,0.02959,0.02231,0.02543
POL,2019-05-25,0.02543,0.02845,0.02313,0.02474
POL,2019-05-26,0.02474,0.02993,0.02321,0.02443
POL,2019-05-27,0.02443,0.02504,0.02073,0.0224
POL,2019-05-28,0.0224,0.02572,0.02075,0.0238
POL,2019-05-29,0.0238,0.02487,0.02201,0.02218
POL,2019-05-30,0.02218,0.02218,0.01879,0.01978
POL,2019-05-31,0.01978,0.02343,0.01978,0.02215
POL,2019-06-01,0.02215,0.02293,0.02062,0.02105
POL,2019-06-02,0.02105,0.02237,0.01949,0.0201
POL,2019-06-03,0.0201,0.02012,0.0181,0.01907
POL,2019-06-04,0.01907,0.02196,0.0175,0.02134
POL,2019-06-05,0.02134,0.02369,0.01979,0.02291
POL,2019-06-06,0.02291,0.02522,0.02233,0.02373
POL,2019-06-07,0.02373,0.02489,0.02249,0.02433
POL,2019-06-08,0.02433,0.02682,0.02333,0.02594
POL,2019-06-09,0.02594,0.02675,0.02431,0.02545
POL,2019-06-10,0.02545,0.02767,0.0247,0.02703
POL,2019-06-11,0.02703,0.02703,0.02351,0.02399
POL,2019-06-12,0.02399,0.02608,0.02289,0.02321
POL,2019-06-13,0.02321,0.02479,0.02224,0.02314
POL,2019-06-14,0.02314,0.02469,0.01974,0.02069
POL,2019-06-15,0.02069,0.02364,0.02069,0.02196
POL,2019-06-16,0.02196,0.0229,0.02011,0.02245
POL,2019-06-17,0.02245,0.02437,0.0211,0.02185
POL,2019-06-18,0.02185,0.02316,0.02107,0.02252
POL,2019-06-19,0.02252,0.02478,0.02252,0.0232
POL,2019-06-20,0.0232,0.0247,0.02203,0.02241
POL,2019-06-21,0.02241,0.02473,0.02085,0.02115
POL,2019-06-22,0.02115,0.02309,0.01988,0.02181
POL,2019-06-23,0.02181,0.02269,0.01976,0.02095
POL,2019-06-24,0.02095,0.02229,0.0202,0.02075
POL,2019-06-25,0.02075,0.02207,0.0189,0.01914
POL,2019-06-26,0.01914,0.02131,0.01524,0.01769
POL,2019-06-27,0.01769,0.02086,0.01428,0.01907
POL,2019-06-28,0.01907,0.02298,0.01878,0.01903
POL,2019-06-29,0.01903,0.02626,0.0183,0.02412
POL,2019-06-30,0.02412,0.02445,0.021,0.02218
POL,2019-07-01,0.02218,0.02277,0.02034,0.02224
POL,2019-07-02,0.02224,0.02342,0.01941,0.01995
POL,2019-07-03,0.01995,0.02205,0.01869,0.01929
POL,2019-07-04,0.01929,0.01929,0.01618,0.01807
POL,2019-07-05,0.01807,0.01979,0.01715,0.01814
POL,2019-07-06,0.01814,0.01856,0.01721,0.01766
POL,2019-07-07,0.01766,0.0187,0.0171,0.01779
POL,2019-07-08,0.01779,0.01906,0.01635,0.01672
POL,2019-07-09,0.01672,0.01734,0.01533,0.01621
POL,2019-07-10,0.01621,0.01754,0.01367,0.01609
POL,2019-07-11,0.01609,0.01645,0.01395,0.01441
POL,2019-07-12,0.01441,0.01699,0.01441,0.01569
POL,2019-07-13,0.01569,0.0175,0.01477,0.01659
POL,2019-07-14,0.01659,0.01659,0.01388,0.01429
POL,2019-07-15,0.01429,0.0153,0.01367,0.01378
POL,2019-07-16,0.01378,0.01378,0.01178,0.01206
POL,2019-07-17,0.01206,0.01387,0.01206,0.01319
POL,2019-07-18,0.01319,0.01543,0.01319,0.01372
POL,2019-07-19,0.01372,0.0139,0.01338,0.01348
POL,2019-07-20,0.01348,0.01431,0.01348,0.01399
POL,2019-07-21,0.01399,0.01399,0.01334,0.01355
POL,2019-07-22,0.01355,0.01355,0.01249,0.0127
POL,2019-07-23,0.0127,0.0127,0.01123,0.01153
POL,2019-07-24,0.01153,0.01251,0.01124,0.01202
POL,2019-07-25,0.01202,0.01245,0.01176,0.01216
POL,2019-07-26,0.01216,0.0131,0.01211,0.0127
POL,2019-07-27,0.0127,0.0127,0.01166,0.01194
POL,2019-07-28,0.01194,0.01211,0.01153,0.01172
POL,2019-07-29,0.01172,0.01179,0.01131,0.01141
POL,2019-07-30,0.01141,0.01161,0.01123,0.01151
POL,2019-07-31,0.01151,0.01221,0.0112,0.0114
POL,2019-08-01,0.0114,0.01197,0.01051,0.01072
POL,2019-08-02,0.01072,0.01179,0.01063,0.01106
POL,2019-08-03,0.01106,0.01158,0.0105,0.0106
POL,2019-08-04,0.0106,0.01131,0.0101,0.01021
POL,2019-08-05,0.01021,0.01311,0.009446,0.01169
POL,2019-08-06,0.01169,0.01697,0.01124,0.01525
POL,2019-08-07,0.01525,0.02119,0.01525,0.01664
POL,2019-08-08,0.01664,0.01785,0.01402,0.01438
POL,2019-08-09,0.01438,0.01471,0.01198,0.0121
POL,2019-08-10,0.0121,0.01559,0.01152,0.01491
POL,2019-08-11,0.01491,0.01917,0.01421,0.01605
POL,2019-08-12,0.01605,0.01845,0.0156,0.01697
POL,2019-08-13,0.01697,0.01718,0.01457,0.01685
POL,2019-08-14,0.01685,0.01685,0.01435,0.01485
POL,2019-08-15,0.01485,0.01608,0.01423,0.01453
POL,2019-08-16,0.01453,0.01513,0.01305,0.01336
POL,2019-08-17,0.01336,0.01492,0.01308,0.0141
POL,2019-08-18,0.0141,0.01487,0.01353,0.01384
POL,2019-08-19,0.01384,0.01638,0.01384,0.01551
POL,2019-08-20,0.01551,0.01594,0.01497,0.01573
POL,2019-08-21,0.01573,0.01573,0.01449,0.0155
POL,2019-08-22,0.0155,0.01708,0.01506,0.01667
POL,2019-08-23,0.01667,0.01791,0.01489,0.0153
POL,2019-08-24,0.0153,0.01543,0.01431,0.01482
POL,2019-08-25,0.01482,0.01511,0.01359,0.01379
POL,2019-08-26,0.01379,0.01461,0.01358,0.01389
POL,2019-08-27,0.01389,0.01496,0.01353,0.01425
POL,2019-08-28,0.01425,0.01425,0.01274,0.01293
POL,2019-08-29,0.01293,0.01293,0.01139,0.01168
POL,2019-08-30,0.01168,0.01246,0.01168,0.01227
POL,2019-08-31,0.01227,0.01242,0.01155,0.01184
POL,2019-09-01,0.01184,0.0126,0.01172,0.01231
POL,2019-09-02,0.01231,0.01444,0.01231,0.01392
POL,2019-09-03,0.01392,0.01498,0.01264,0.01434
POL,2019-09-04,0.01434,0.01461,0.01365,0.01418
POL,2019-09-05,0.01418,0.0152,0.01404,0.01488
POL,2019-09-06,0.01488,0.01488,0.01289,0.01361
POL,2019-09-07,0.01361,0.01406,0.01353,0.01385
POL,2019-09-08,0.01385,0.01407,0.01355,0.01396
POL,2019-09-09,0.01396,0.01465,0.0131,0.01413
POL,2019-09-10,0.01413,0.01415,0.01334,0.01355
POL,2019-09-11,0.01355,0.01372,0.01301,0.01311
POL,2019-09-12,0.01311,0.01356,0.01283,0.01304
POL,2019-09-13,0.01304,0.01338,0.01276,0.01286
POL,2019-09-14,0.01286,0.01348,0.01285,0.01316
POL,2019-09-15,0.01316,0.0132,0.01269,0.01289
POL,2019-09-16,0.01289,0.01315,0.01263,0.01294
POL,2019-09-17,0.01294,0.01387,0.01275,0.01346
POL,2019-09-18,0.01346,0.01484,0.01321,0.01433
POL,2019-09-19,0.01433,0.0146,0.01347,0.01378
POL,2019-09-20,0.01378,0.01394,0.01343,0.01364
POL,2019-09-21,0.01364,0.01364,0.01308,0.01328
POL,2019-09-22,0.01328,0.01335,0.01235,0.01255
POL,2019-09-23,0.01255,0.0128,0.01202,0.01222
POL,2019-09-24,0.01222,0.01222,0.01068,0.01102
POL,2019-09-25,0.01102,0.01123,0.01064,0.01107
POL,2019-09-26,0.01107,0.01107,0.01034,0.01058
POL,2019-09-27,0.01058,0.01115,0.01058,0.01091
POL,2019-09-28,0.01091,0.01151,0.01086,0.01118
POL,2019-09-29,0.01118,0.01118,0.01065,0.01097
POL,2019-09-30,0.01097,0.01147,0.01056,0.01089
POL,2019-10-01,0.01089,0.01099,0.01057,0.01066
POL,2019-10-02,0.01066,0.01108,0.01066,0.01083
POL,2019-10-03,0.01083,0.01083,0.01047,0.01056
POL,2019-10-04,0.01056,0.0107,0.01037,0.01062
POL,2019-10-05,0.01062,0.01071,0.01046,0.01054
POL,2019-10-06,0.01054,0.01054,0.009993,0.01023
POL,2019-10-07,0.01023,0.01125,0.01023,0.01101
POL,2019-10-08,0.01101,0.01286,0.01073,0.01253
POL,2019-10-09,0.01253,0.01504,0.01253,0.01444
POL,2019-10-10,0.01444,0.01668,0.01341,0.01625
POL,2019-10-11,0.01625,0.01755,0.0149,0.01581
POL,2019-10-12,0.01581,0.01647,0.01447,0.01564
POL,2019-10-13,0.01564,0.01568,0.0141,0.01502
POL,2019-10-14,0.01502,0.0169,0.01489,0.01531
POL,2019-10-15,0.01531,0.01531,0.01414,0.01439
POL,2019-10-16,0.01439,0.01439,0.01298,0.01395
POL,2019-10-17,0.01395,0.01471,0.01374,0.01431
POL,2019-10-18,0.01431,0.01431,0.013,0.01339
POL,2019-10-19,0.01339,0.01395,0.01308,0.01387
POL,2019-10-20,0.01387,0.0146,0.01369,0.01386
POL,2019-10-21,0.01386,0.01521,0.01357,0.01497
POL,2019-10-22,0.01497,0.0151,0.0143,0.01454
POL,2019-10-23,0.01454,0.01454,0.01279,0.01324
POL,2019-10-24,0.01324,0.01385,0.01295,0.01347
POL,2019-10-25,0.01347,0.01578,0.01347,0.01431
POL,2019-10-26,0.01431,0.01537,0.01231,0.01352
POL,2019-10-27,0.01352,0.01509,0.01352,0.01404
POL,2019-10-28,0.01404,0.01494,0.0131,0.01402
POL,2019-10-29,0.01402,0.01472,0.01387,0.01415
POL,2019-10-30,0.01415,0.01415,0.0132,0.01348
POL,2019-10-31,0.01348,0.01392,0.01319,0.01374
POL,2019-11-01,0.01374,0.01435,0.01361,0.01389
POL,2019-11-02,0.01389,0.01397,0.01332,0.0136
POL,2019-11-03,0.0136,0.01365,0.01328,0.01356
POL,2019-11-04,0.01356,0.01489,0.01356,0.01441
POL,2019-11-05,0.01441,0.0151,0.01399,0.01473
POL,2019-11-06,0.01473,0.01496,0.0143,0.01449
POL,2019-11-07,0.01449,0.01547,0.01409,0.0151
POL,2019-11-08,0.0151,0.0151,0.01386,0.01439
POL,2019-11-09,0.01439,0.01526,0.01429,0.01482
POL,2019-11-10,0.01482,0.01601,0.01482,0.01574
POL,2019-11-11,0.01574,0.01574,0.01466,0.01536
POL,2019-11-12,0.01536,0.01578,0.01463,0.0149
POL,2019-11-13,0.0149,0.01518,0.01465,0.015
POL,2019-11-14,0.015,0.015,0.01408,0.01434
POL,2019-11-15,0.01434,0.01434,0.01355,0.0138
POL,2019-11-16,0.0138,0.01453,0.01377,0.01445
POL,2019-11-17,0.01445,0.0149,0.01414,0.01431
POL,2019-11-18,0.01431,0.01431,0.01343,0.01409
POL,2019-11-19,0.01409,0.01513,0.0135,0.01488
POL,2019-11-20,0.01488,0.01497,0.01416,0.01433
POL,2019-11-21,0.01433,0.01458,0.01313,0.01427
POL,2019-11-22,0.01427,0.01427,0.01298,0.01415
POL,2019-11-23,0.01415,0.01703,0.01394,0.01673
POL,2019-11-24,0.01673,0.01705,0.01511,0.01511
POL,2019-11-25,0.01511,0.02177,0.01511,0.02113
POL,2019-11-26,0.02113,0.02316,0.01972,0.0218
POL,2019-11-27,0.0218,0.02598,0.0218,0.02455
POL,2019-11-28,0.02455,0.0256,0.02203,0.0227
POL,2019-11-29,0.0227,0.02587,0.0227,0.02455
POL,2019-11-30,0.02455,0.02938,0.02362,0.02908
POL,2019-12-01,0.02908,0.02908,0.02627,0.02671
POL,2019-12-02,0.02671,0.02709,0.02496,0.0265
POL,2019-12-03,0.0265,0.03123,0.02633,0.02925
POL,2019-12-04,0.02925,0.03215,0.02789,0.03186
POL,2019-12-05,0.03186,0.03481,0.03186,0.03311
POL,2019-12-06,0.03311,0.04218,0.03311,0.04157
POL,2019-12-07,0.04157,0.04186,0.0369,0.039
POL,2019-12-08,0.039,0.04298,0.0386,0.04169
POL,2019-12-09,0.04169,0.04175,0.03359,0.03433
POL,2019-12-10,0.03433,0.03436,0.01107,0.01729
POL,2019-12-11,0.01729,0.01947,0.01688,0.01789
POL,2019-12-12,0.01789,0.01793,0.01533,0.01577
POL,2019-12-13,0.01577,0.01699,0.01569,0.01605
POL,2019-12-14,0.01605,0.01605,0.01317,0.01366
